duplicate_group,sha256,size_bytes,source_label,source_path,by_type_path,category,subcategory
DUP0017,bc0fc501321acb804c9ec2acad0baaf2eba20f216de42bd4ee5383e908370fd3,787,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-30_TheBasicsofBeerUnderstandingthePopularAlcoholicBeverage.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-30_TheBasicsofBeerUnderstandingthePopularAlcoholicBeverage.txt,other,txt
DUP0018,c2d8175faa0a3223c225d7183257498528c5f610cb8219d58221f70a75c0690b,39417,Realtime-Synthetic-Call-Center-Agents-main_1,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/microsoft.png,01_by_type/assets_images/png/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/microsoft.png,assets_images,png
DUP0018,c2d8175faa0a3223c225d7183257498528c5f610cb8219d58221f70a75c0690b,39417,Realtime-Synthetic-Call-Center-Agents-main_1,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/src/frontend/public/microsoft.png,01_by_type/assets_images/png/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/src/frontend/public/microsoft.png,assets_images,png
DUP0019,d31ad4edb044233f888f525d223c8bdda1e2d45288f824aeb052307cb702d264,1364,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-28_AsteroidImpact.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-28_AsteroidImpact.txt,other,txt
DUP0019,d31ad4edb044233f888f525d223c8bdda1e2d45288f824aeb052307cb702d264,1364,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-28_SizeandImpactHowBigDoesanAsteroidNeedtoBetoCauseSignificantDamage.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-28_SizeandImpactHowBigDoesanAsteroidNeedtoBetoCauseSignificantDamage.txt,other,txt
DUP0020,db5d11440f17ddd8f1db2d9ea485460ab6debb1f5a07dc8ccf469073e8bbe736,2768,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-04-04_ExploringFeasibleOptionsforPoweringanIronManSuitSolarCellsBatteriesandNuclearReactors.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-04-04_ExploringFeasibleOptionsforPoweringanIronManSuitSolarCellsBatteriesandNuclearReactors.txt,other,txt
DUP0020,db5d11440f17ddd8f1db2d9ea485460ab6debb1f5a07dc8ccf469073e8bbe736,2768,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-04-04_PoweringIronManSuit.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-04-04_PoweringIronManSuit.txt,other,txt
DUP0021,eff02f0fe61573e0857926670195db110feca251b190dc7fc5619ff52e0d7faa,774,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-26_AnIntroductiontoArtificialIntelligence.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-26_AnIntroductiontoArtificialIntelligence.txt,other,txt
DUP0021,eff02f0fe61573e0857926670195db110feca251b190dc7fc5619ff52e0d7faa,774,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-26_ArtificialIntelligence.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-26_ArtificialIntelligence.txt,other,txt
DUP0022,fc436a4c00d30296b98b25610736f171af3cced68b123882c37a3dafb6d35679,916,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-26_ExploringthePossibilityofHumanExtinction.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-26_ExploringthePossibilityofHumanExtinction.txt,other,txt
DUP0022,fc436a4c00d30296b98b25610736f171af3cced68b123882c37a3dafb6d35679,916,JARVIS-ChatGPT-main_1,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-26_HumanExtinction.txt,01_by_type/other/txt/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-03-26_HumanExtinction.txt,other,txt
