source_id,source_archive,accent_or_region,speaker_id,source_filename_or_audio,preserved_audio_or_file_path,source_gender_or_sex_label,source_label_type,gender_identity_folder_used,classification_basis,age,birth_place,native_language,other_languages,english_learning_method,english_residence,country,file_missing,subset,minutes,reader_name
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean7,korean7.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,32.0,"seoul, south korea",,french,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean8,korean8.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,39.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean9,korean9.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,34.0,"taejon, south korea",,japanese,,"uk,australia",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean10,korean10.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,34.0,"gwangju, south korea",,none,,3.5,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean11,korean11.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,26.0,"seoul, south korea",,none,,philippines,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean12,korean12.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,31.0,"sokcho, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean13,korean13.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,50.0,"pusan, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean14,korean14.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22.0,"kota kinabalu, malaysia",,german,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean15,korean15.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,42.0,"pusan, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean16,korean16.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,30.0,"nonsan, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean17,korean17.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,21.0,"cheju-do, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean18,korean18.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,25.0,"seoul, south korea",,spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean19,korean19.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean20,korean20.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,58.0,"inchon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean21,korean21.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,21.0,"ulsan, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean22,korean22.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,19.0,"inchon, south korea",,french spanish,,nan,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean23,korean23.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,49.0,"seoul, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean24,korean24.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,42.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean25,korean25.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,34.0,"anseong, kyong gi, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean26,korean26.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,23.0,"seoul, south korea",,spanish,,canada,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean27,korean27.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,51.0,"haenam, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean28,korean28.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,62.0,"seoul, south korea",,spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean29,korean29.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,19.0,"masan, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean30,korean30.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,49.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean31,korean31.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,18.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean32,korean32.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,35.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean33,korean33.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,30.0,"seongnam, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean34,korean34.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20.0,"seoul, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean35,korean35.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,48.0,"gwangju, south korea",,japanese german spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean36,korean36.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,51.0,"taegu, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean37,korean37.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,27.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean38,korean38.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,25.0,"inchon, south korea",,spanish japanese spanish japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean39,korean39.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,55.0,"pusan, south korea",,chinese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean40,korean40.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"seoul, south korea",,chinese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean41,korean41.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,50.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean42,korean42.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,26.0,"bayside, new york, usa",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean43,korean43.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,20.0,"taejon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean44,korean44.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,49.0,"inchon, south korea",,none,,nan,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean45,korean45.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,28.0,"inchon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean46,korean46.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"seoul, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean47,korean47.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,23.0,"seoul, south korea",,chinese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean48,korean48.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,32.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean49,korean49.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22.0,"an yang, south korea",,japanese,,"usa, canada",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean50,korean50.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,57.0,"taejon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean51,korean51.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,25.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean52,korean52.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,40.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean53,korean53.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,25.0,"seoul, south korea",,spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean54,korean54.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,34.0,"pohang, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean55,korean55.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,19.0,"kimpo, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean56,korean56.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20.0,"seoul, south korea",,tagalog,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean57,korean57.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,29.0,"suwon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean58,korean58.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22.0,"seoul, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean59,korean59.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,37.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean60,korean60.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,29.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean61,korean61.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,22.0,"taegu, south korea",,mandarin,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean62,korean62.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,25.0,"seoul, south korea",,spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean63,korean63.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,25.0,"taejon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean64,korean64.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"gwangju, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean65,korean65.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,23.0,"gwangju, south korea",,mandarin,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean66,korean66.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"seoul, south korea",,french,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean67,korean67.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"seoul, south korea",,japanese french,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean68,korean68.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,62.0,"seoul, south korea",,spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean69,korean69.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,23.0,"inchon, south korea",,spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean70,korean70.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,53.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean71,korean71.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,22.0,"pusan, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean72,korean72.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,55.0,"inchon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean73,korean73.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,19.0,"changwon, south korea",,chinese japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean74,korean74.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean75,korean75.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,22.0,"bucheon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean76,korean76.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,31.0,"chuncheon, gangwon-do, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean77,korean77.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20.0,"seoul, south korea",,chinese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean78,korean78.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,32.0,"inchon, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean79,korean79.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,53.0,"anseong, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean80,korean80.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,42.0,"seoul, south korea",,japanese spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean81,korean81.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,44.0,"jeonju, south korea",,burmese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean82,korean82.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,29.0,"pusan, south korea",,spanish,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean83,korean83.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,31.0,"pusan, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean84,korean84.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,21.0,"inchon, south korea",,none,,new zealand,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean85,korean85.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20.0,"seoul, south korea",,mandarin,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean86,korean86.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"seoul, south korea",,mandarin,,"singapore, usa",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean87,korean87.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,20.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean88,korean88.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,24.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean89,korean89.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,18.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean90,korean90.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,35.0,"seoul, south korea",,japanese french,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean91,korean91.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,43.0,"seoul, south korea",,japanese,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean92,korean92.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,19.0,"seoul, south korea",,none,,"mariana island, usa",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean93,korean93.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,23.0,"seoul, south korea",,french,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean94,korean94.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"gwangju, south korea",,japanese,,nan,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean95,korean95.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,36.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean96,korean96.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"seoul, south korea",,mandarin,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean97,korean97.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,49.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean98,korean98.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,23.0,"seoul, south korea",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,korean,korean99,korean99.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,20.0,"gwangju, south korea",,japanese,,nan,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,krio,krio1,krio1.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,46.0,"freetown, sierra leone",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,krio,krio2,krio2.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,26.0,"freetown, sierra leone",,mandingo temne,,"sierra leone, usa",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,krio,krio3,krio3.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,21.0,"freetown, sierra leone",,french susu arabic,,"sierra leone, usa",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,krio,krio4,krio4.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,48.0,"freetown, sierra leone",,temne french fulani,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,krio,krio5,krio5.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,36.0,"freetown, sierra leone",,oku,,"sierra leone, usa",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,krio,krio6,krio6.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,26.0,"freetown, sierra leone",,temne,,"sierra leone, usa",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kru,kru1,kru1.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,52.0,"margibi, liberia",,bassa,,"liberia, usa",,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish1,kurdish1.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,24.0,"arbil, iraq",,french farsi,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish2,kurdish2.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,50.0,"hawler, kurdistan, iraq",,farsi arabic,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish3,kurdish3.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,33.0,"sulaymaniyah, iraq",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish4,kurdish4.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,30.0,"kirkuk, iraq",,arabic farsi,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish5,kurdish5.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,32.0,"sulaymaniyah, iraq",,arabic farsi,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish6,kurdish6.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,57.0,"sulaymaniyah, iraq",,arabic,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish7,kurdish7.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,29.0,"sanandaj, iran",,farsi,,nan,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish8,kurdish8.mp3,,female,sex,Cis-Female,Placed here only because source uses female/F speaker sex or gender label; cis identity is not independently verified.,55.0,"sulaymaniyah, iraq",,none,,usa,,,,,
GMU_Archive_Scraper,Speech-Accent-Archive-Scraper-main (1).zip,kurdish,kurdish9,kurdish9.mp3,,male,sex,Cis-Male,Placed here only because source uses male/M speaker sex or gender label; cis identity is not independently verified.,57.0,"sulaymaniyah, iraq",,arabic,,usa,,,,,
