source_package,source_alias,type,original_vocal_atlas_path,new_combined_atlas_path,bytes
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-04-19_SyntheticMeat.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/cdcfd7a0d4fc__2023-04-19_SyntheticMeat.txt,2352
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-04-20_LabGrownMeat.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/b5b44efe380a__2023-04-20_LabGrownMeat.txt,223
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-04-20_SyntheticMeatCont.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/695cb9309f41__2023-04-20_SyntheticMeatCont.txt,1300
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-04-20_andTextto.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/146f674e0542__2023-04-20_andTextto.txt,4195
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-05-03_AIConversations.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/6490e481978c__2023-05-03_AIConversations.txt,1810
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-05-03_MeaninginLife.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/955a9b128a31__2023-05-03_MeaninginLife.txt,4473
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/2023-06-07_ImageProcessing.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/a9a0200f7da4__2023-06-07_ImageProcessing.txt,11627
JARVIS-ChatGPT-main_1,JARVIS,data,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/saved_chats/DATAFRAME.csv,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Data/c3106d91871f__DATAFRAME.csv,47
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/setup.bat,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/1696099dc17b__setup.bat,4484
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/test_TTS.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/a303218e321a__test_TTS.py,2611
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/tests.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/40bdab2aabc6__tests.py,3546
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/venv_requirements.txt,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/f0b23d1aa932__venv_requirements.txt,4938
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/whisper_edits/__init__.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/c45b0f3d9aab____init__.py,5331
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/whisper_edits/model.py,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/14ca0b6483af__model.py,9682
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/ComparisonofAnatomicalandDiffusionMRIfordetectingParkinsonsDiseaseusingDeepConvolutionalNeuralNetwork.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/d58a86cedf7c__ComparisonofAnatomicalandDiffusionMRIfordetectingParkinsonsDiseaseusingDe~.pdf,792367
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/VisiontransformersforthepredictionofmildcognitiveimpairmenttoAlzheimersdiseaseprogressionusingmidsagittalsMRI.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/9a27f3878dac__VisiontransformersforthepredictionofmildcognitiveimpairmenttoAlzheimersdi~.pdf,6624098
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Affinity-based-Attention-in-Self-supervised-Transformers-Predicts---Dynamics-of-Object-Grouping-in-Humans.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/433ed0c57543__Affinity-based-Attention-in-Self-supervised-Transformers-Predicts---Dynam~.pdf,30474262
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Brain-Captioning--Decoding-human-brain-activity-into-images-and-text.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/66d827d8c626__Brain-Captioning--Decoding-human-brain-activity-into-images-and-text.pdf,12779514
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/COMCAT--Towards-Efficient-Compression-and-Customization-of---Attention-Based-Vision-Models.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/df556b97d09f__COMCAT--Towards-Efficient-Compression-and-Customization-of---Attention-Ba~.pdf,11921721
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/EENED--End-to-End-Neural-Epilepsy-Detection-based-on-Convolutional---Transformer.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/e61f264e55e4__EENED--End-to-End-Neural-Epilepsy-Detection-based-on-Convolutional---Tran~.pdf,882426
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Emergent-Agentic-Transformer-from-Chain-of-Hindsight-Experience.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/ccec8a71d3e5__Emergent-Agentic-Transformer-from-Chain-of-Hindsight-Experience.pdf,621298
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Hiera--A-Hierarchical-Vision-Transformer-without-the-Bells-and-Whistles.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/2343dddc7aa6__Hiera--A-Hierarchical-Vision-Transformer-without-the-Bells-and-Whistles.pdf,2874977
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Higher-Order-Gauge-Equivariant-CNNs-on-Riemannian-Manifolds-and---Applications.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/ecbfff06e89c__Higher-Order-Gauge-Equivariant-CNNs-on-Riemannian-Manifolds-and---Applica~.pdf,921243
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Incomplete-Multimodal-Learning-for-Complex-Brain-Disorders-Prediction.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/9354e7e3e487__Incomplete-Multimodal-Learning-for-Complex-Brain-Disorders-Prediction.pdf,655980
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Interpretable-Alzheimer-s-Disease-Classification-Via-a-Contrastive---Diffusion-Autoencoder.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/e98655b06230__Interpretable-Alzheimer-s-Disease-Classification-Via-a-Contrastive---Diff~.pdf,1408522
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Large-language-models-improve-Alzheimer-s-disease-diagnosis-using---multi-modality-data.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/0dde3a69160b__Large-language-models-improve-Alzheimer-s-disease-diagnosis-using---multi~.pdf,1602670
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Modulation-Classification-Through-Deep-Learning-Using-Resolution---Transformed-Spectrograms.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/2e9bda2cea4a__Modulation-Classification-Through-Deep-Learning-Using-Resolution---Transf~.pdf,1085821
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Multi-level-Multiple-Instance-Learning-with-Transformer-for-Whole-Slide---Image-Classification.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/47f9385c6d32__Multi-level-Multiple-Instance-Learning-with-Transformer-for-Whole-Slide--~.pdf,1525661
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Optimizing-Sampling-Patterns-for-Compressed-Sensing-MRI-with-Diffusion---Generative-Models.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/f5e3b8c8b8ee__Optimizing-Sampling-Patterns-for-Compressed-Sensing-MRI-with-Diffusion---~.pdf,7092710
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Robust-Brain-Age-Estimation-via-Regression-Models-and-MRI-derived---Features.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/7700c0b2d15b__Robust-Brain-Age-Estimation-via-Regression-Models-and-MRI-derived---Featu~.pdf,5159748
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/Two-Independent-Teachers-are-Better-Role-Model.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/514cd95ee718__Two-Independent-Teachers-are-Better-Role-Model.pdf,1680851
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/XAI-for-Self-supervised-Clustering-of-Wireless-Spectrum-Activity.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/478d6a7ca30d__XAI-for-Self-supervised-Clustering-of-Wireless-Spectrum-Activity.pdf,1939566
JARVIS-ChatGPT-main_1,JARVIS,data,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/test.csv,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Data/a555a8152846__test.csv,5767
JARVIS-ChatGPT-main_1,JARVIS,code,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/refy_suggestions/test.html,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Code/9114b7201833__test.html,29877
JARVIS-ChatGPT-main_1,JARVIS,other,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/results/papers.bib,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Other/d2b987a0afea__papers.bib,19869
JARVIS-ChatGPT-main_1,JARVIS,data,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/results/papers.csv,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Data/e494be1c894b__papers.csv,39955
JARVIS-ChatGPT-main_1,JARVIS,docs,00_sources_preserved/JARVIS-ChatGPT-main_1/JARVIS-ChatGPT-main/workspaces/Vision_09df18b156814c80a3e1c1ab544423fc/results/papers.pdf,03_VOICE_AUDIO_MODEL_ATLAS/JARVIS_Docs/adc86aeffe02__papers.pdf,87054
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,other,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.gitattributes,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Other/3a6584407103__.gitattributes,420
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.github/CODE_OF_CONDUCT.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/4d2716eb36c4__CODE_OF_CONDUCT.md,444
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.github/ISSUE_TEMPLATE.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/cc80660532cf__ISSUE_TEMPLATE.md,907
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.github/PULL_REQUEST_TEMPLATE.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/2a3b933e296c__PULL_REQUEST_TEMPLATE.md,936
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.github/copilot-instructions.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/41198c97e7cb__copilot-instructions.md,6157
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.github/instructions/project_structure_description.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/5759c3c27410__project_structure_description.md,2016
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.github/instructions/python.instructions.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/3438b6c0c8ed__python.instructions.md,2117
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,other,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.gitignore,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Other/2751e62e677c__.gitignore,3723
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,data,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/.vscode/settings.json,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Data/d94ec497a786__settings.json,244
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/CONTRIBUTING.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/15820e2447d1__CONTRIBUTING.md,3941
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/LICENSE.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/f927db4a4bdf__LICENSE.md,1140
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/LOCAL_DEVELOPMENT.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/762ef47e50fd__LOCAL_DEVELOPMENT.md,5623
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/README.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/0586f8205182__README.md,11119
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,data,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/azure.yaml,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Data/ef3b33a4a518__azure.yaml,616
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/AGENT_FLOW_DIAGRAM.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/5a6174d17cb6__AGENT_FLOW_DIAGRAM.md,6913
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/AI_FOUNDRY_INFRASTRUCTURE_SETUP.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/fe02e97a458d__AI_FOUNDRY_INFRASTRUCTURE_SETUP.md,6871
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/DYNAMIC_KB_AGENT_TOPICS.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/06b9b32e5a70__DYNAMIC_KB_AGENT_TOPICS.md,9084
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/Backend_Admin.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/4f4a86ddc4e3__Backend_Admin.png,128238
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/Backend_Manage_Document.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/7a2a3c47f1a0__Backend_Manage_Document.png,48623
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/Backend_Synthesize_Data.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/bdb71a80658c__Backend_Synthesize_Data.png,70657
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/Realtime-Synthetic-Call-Center-Agents.webp,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/4cdcf5e02fd2__Realtime-Synthetic-Call-Center-Agents.webp,351122
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/architecture.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/509b0df60430__architecture.png,194947
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/azd_up_final_state.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/b9152b483473__azd_up_final_state.png,90305
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/azdup.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/d79f4c93a0b2__azdup.png,26662
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/frontend_admin_dashboard.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/dc22d265a30a__frontend_admin_dashboard.png,195830
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/frontend_admin_dashboard_check_humanconversation.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/46167bb18f9e__frontend_admin_dashboard_check_humanconversation.png,342363
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/frontend_admin_files.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/8d50fed5a723__frontend_admin_files.png,114107
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/frontend_admin_systheticdata.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/20d836085d08__frontend_admin_systheticdata.png,117052
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/frontend_admin_upload.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/c540c5bfe6b7__frontend_admin_upload.png,105368
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/frontend_voice_chat_choose_voice.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/68aec882f9d1__frontend_voice_chat_choose_voice.png,145816
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/frontend_voice_chat_customer_selection.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/582331f2726f__frontend_voice_chat_customer_selection.png,127384
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/frontend_voice_chat_realtime_chat.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/13672fee1e47__frontend_voice_chat_realtime_chat.png,272030
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/mail_authorisation_1.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/810b5955b048__mail_authorisation_1.png,337853
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/mail_authorisation_2.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/24aa45fdecfd__mail_authorisation_2.png,290258
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/mail_authorisation_3.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/53afc116679e__mail_authorisation_3.png,104122
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/mail_authorisation_4.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/52286c07ead9__mail_authorisation_4.png,123710
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,images,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/images/microsoft.png,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Images/4a12ce8b0e0f__microsoft.png,39417
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,docs,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/docs/mail_authorisation.md,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Docs/23ef1cc760c6__mail_authorisation.md,465
Realtime-Synthetic-Call-Center-Agents-main_1,Realtime_Call_Center,data,00_sources_preserved/Realtime-Synthetic-Call-Center-Agents-main_1/Realtime-Synthetic-Call-Center-Agents-main/infra/abbreviations.json,03_VOICE_AUDIO_MODEL_ATLAS/Realtime_Call_Center_Data/57e8241e1927__abbreviations.json,5368
